After 0 seconds: 0
After 5 seconds: 1
After 25 seconds: 2
After 50 seconds: 4
After 75 seconds: 5
After 100 seconds: 7
After 250 seconds: 7
After 500 seconds: 7
After 750 seconds: 9
After 1000 seconds: 10
