
B885:  0.0%
B886: *********** 57.0%
B887: ******** 42.0%
B888:  0.0%
B889: ** 14.0%
B890: ** 14.0%
B891: ***** 28.0%
B892: ** 14.0%
B893:  0.0%
B894: ***** 28.0%
B895: ** 14.0%
B896: *********** 57.0%
B897:  0.0%
B898: ** 14.0%
B899:  0.0%
B900:  0.0%
B901: ***** 28.0%
B902:  0.0%
B903:  0.0%
B904: ** 14.0%
B905:  0.0%
B906:  0.0%
B907: ***** 28.0%
B908: ** 14.0%
B909: ** 14.0%
B910: ******** 42.0%
B911: ** 14.0%
B912: ** 14.0%
B913: ** 14.0%
B914: ** 14.0%
B915: ** 14.0%
B916: ******** 42.0%
B917: ** 14.0%
B918: ** 14.0%
B919:  0.0%
B920:  0.0%
B921:  0.0%
B922: ******** 42.0%
B923:  0.0%
B924:  0.0%
B925: ***** 28.0%
B926: ** 14.0%
B927: ***** 28.0%
B928:  0.0%
B929: ** 14.0%
B930: ***** 28.0%
B931:  0.0%
B932: ***** 28.0%
B933:  0.0%
B934:  0.0%
B935:  0.0%
B936:  0.0%
B937: ** 14.0%
B938: ** 14.0%
B939: ** 14.0%
B940: ** 14.0%
B941:  0.0%
B942: ** 14.0%
B943: ***** 28.0%
B944: ** 14.0%
B945: ** 14.0%
B946:  0.0%
B947:  0.0%
B948:  0.0%
B949: ** 14.0%
B950: ******** 42.0%
B951: ***** 28.0%
B952:  0.0%
B953:  0.0%
B954: ** 14.0%
B955:  0.0%
B956:  0.0%
B957: ***** 28.0%
B958:  0.0%
B959: ** 14.0%
B960: ***** 28.0%
B961: ******** 42.0%
B962:  0.0%
B963: ** 14.0%
B964:  0.0%
B965: ** 14.0%
B966:  0.0%
B967: ***** 28.0%
B968:  0.0%
B969: ** 14.0%
B970: ** 14.0%
B971:  0.0%
B972: ** 14.0%
B973: ***** 28.0%
B974: ** 14.0%
B975: ************** 71.0%
B976:  0.0%
B977: ** 14.0%
B978: ** 14.0%
B979: ** 14.0%
B980: ** 14.0%
B981: ** 14.0%
B982: ***** 28.0%
B983: ** 14.0%
B984: ** 14.0%
B985:  0.0%
B986: ***** 28.0%
B987: ** 14.0%
B988: ******** 42.0%
B989:  0.0%
B990: ** 14.0%
B991: ******** 42.0%
B992:  0.0%
B993: ***** 28.0%
B994:  0.0%
B995: *********** 57.0%
B996: ** 14.0%
B997: ***** 28.0%
B998:  0.0%
B999:  0.0%
B1000: ** 14.0%
B1001: ******** 42.0%
B1002: ************** 71.0%
B1003: ** 14.0%
B1004: ** 14.0%
B1005: ** 14.0%
B1006: ******** 42.0%
B1007:  0.0%
B1008:  0.0%
B1009: ** 14.0%
B1010:  0.0%
B1011: ***** 28.0%
B1012: ***** 28.0%
B1013:  0.0%
B1014:  0.0%
B1015:  0.0%
B1016: ** 14.0%
B1017:  0.0%
B1018:  0.0%
B1019: *********** 57.0%
B1020:  0.0%
B1021:  0.0%
B1022:  0.0%
B1023:  0.0%
B1024:  0.0%
B1025: ***** 28.0%
B1026:  0.0%
B1027: ******** 42.0%
B1028: ******** 42.0%
B1029: ** 14.0%
B1030: ** 14.0%
B1031: ***** 28.0%
B1032: ***** 28.0%
B1033: *********** 57.0%
B1034: ***** 28.0%
B1035: ** 14.0%
B1036: ** 14.0%
B1037: ** 14.0%
B1038: ***** 28.0%
B1039:  0.0%
B1040: ***** 28.0%
B1041:  0.0%
B1042: ** 14.0%
B1043: ** 14.0%
B1044: ***** 28.0%
B1045: ** 14.0%
B1046:  0.0%
B1047: ** 14.0%
B1048: ***** 28.0%
B1049:  0.0%
B1050: ***** 28.0%
B1051: ** 14.0%
B1052:  0.0%
B1053: ** 14.0%
B1054: ** 14.0%
B1055: ***** 28.0%
B1056: ***** 28.0%
B1057:  0.0%
B1058:  0.0%
B1059: ** 14.0%
B1060: ***** 28.0%
B1061: ******** 42.0%
B1062: ***** 28.0%
B1063: ***** 28.0%
B1064: ** 14.0%
B1065:  0.0%
B1066: ******** 42.0%
B1067:  0.0%
B1068:  0.0%
B1069: ******** 42.0%
B1070: ***** 28.0%
B1071: ***** 28.0%
B1072: ***** 28.0%
B1073: ** 14.0%
B1074: ***** 28.0%
B1075:  0.0%
B1076: ** 14.0%
B1077: ***** 28.0%
B1078: ******** 42.0%
B1079: ***** 28.0%
B1080: ** 14.0%
B1081: ** 14.0%
B1082: ** 14.0%
B1083:  0.0%
B1084: ** 14.0%
B1085: ***** 28.0%
B1086: ** 14.0%
B1087: ***** 28.0%
B1088:  0.0%
B1089: ***** 28.0%
B1090:  0.0%
B1091:  0.0%
B1092:  0.0%
B1093: ** 14.0%
B1094:  0.0%
B1095: ** 14.0%
B1096:  0.0%
B1097:  0.0%
B1098: ** 14.0%
B1099: ** 14.0%
B1100: ** 14.0%
B1101:  0.0%
B1102: ** 14.0%
B1103:  0.0%
B1104:  0.0%
B1105: ***** 28.0%
B1106:  0.0%
B1107:  0.0%
B1108: ** 14.0%
B1109: ***** 28.0%
B1110: ******** 42.0%
B1111:  0.0%
B1112: ***** 28.0%
B1113: ******** 42.0%
B1114:  0.0%
B1115: ***** 28.0%
B1116:  0.0%
B1117:  0.0%
B1118: ** 14.0%
B1119: ** 14.0%
B1120:  0.0%
B1121:  0.0%
B1122:  0.0%
B1123:  0.0%
B1124: ** 14.0%
B1125: ***** 28.0%
B1126:  0.0%
B1127:  0.0%
B1128:  0.0%
B1129:  0.0%
B1130:  0.0%
B1131: ******** 42.0%
B1132:  0.0%
B1133:  0.0%
B1134: ***** 28.0%
B1135:  0.0%
B1136: ***** 28.0%
B1137:  0.0%
B1138:  0.0%
B1139: ** 14.0%
B1140: ***** 28.0%
B1141:  0.0%
B1142: ** 14.0%
B1143: ***** 28.0%
B1144:  0.0%
B1145: ** 14.0%
B1146:  0.0%
B1147: ** 14.0%
B1148: ** 14.0%
B1149: ** 14.0%
B1150: ***** 28.0%
B1151: ** 14.0%
B1152: ** 14.0%
B1153:  0.0%
B1154: ** 14.0%
B1155: ***** 28.0%
B1156: ***** 28.0%
B1157: ** 14.0%
B1158:  0.0%
B1159:  0.0%
B1160: ***** 28.0%
B1161: ** 14.0%
B1162: ******** 42.0%
B1163: ***** 28.0%
B1164:  0.0%
B1165: ** 14.0%
B1166: ** 14.0%
B1167: ** 14.0%
B1168: ** 14.0%
B1169:  0.0%
B1170: ***** 28.0%
B1171: ** 14.0%
B1172: ***** 28.0%
B1173: ** 14.0%
B1174: ***** 28.0%
B1175: ***** 28.0%
B1176: ** 14.0%
B1177: ***** 28.0%
B1178: ** 14.0%
B1179:  0.0%
B1180: ** 14.0%
B1181: ** 14.0%
B1182: ******** 42.0%
B1183: ** 14.0%
B1184: ** 14.0%
B1185: ******** 42.0%
B1186: ** 14.0%
B1187: ***** 28.0%
B1188:  0.0%
B1189: ***** 28.0%
B1190: ******** 42.0%
B1191: ***** 28.0%
B1192:  0.0%
B1193:  0.0%
B1194: ** 14.0%
B1195:  0.0%
B1196: ******** 42.0%
B1197:  0.0%
B1198: ***** 28.0%
B1199: ******** 42.0%
B1200:  0.0%
B1201:  0.0%
B1202: ** 14.0%
B1203:  0.0%
B1204: ** 14.0%
B1205:  0.0%
B1206: ** 14.0%
B1207: ** 14.0%
B1208:  0.0%
B1209: ***** 28.0%
B1210:  0.0%
B1211:  0.0%
B1212:  0.0%
B1213:  0.0%
B1214: ** 14.0%
B1215: ***** 28.0%
B1216: ***** 28.0%
B1217:  0.0%
B1218: ***** 28.0%
B1219: ******** 42.0%
B1220: ** 14.0%
B1221:  0.0%
B1222:  0.0%
B1223: ** 14.0%
B1224: ***** 28.0%
B1225:  0.0%
B1226: ** 14.0%
B1227: ***** 28.0%
B1228:  0.0%
B1229: ******** 42.0%
B1230:  0.0%
B1231:  0.0%
B1232: ** 14.0%
B1233: ** 14.0%
B1234:  0.0%
B1235: ***** 28.0%
B1236: ***** 28.0%
B1237:  0.0%
B1238: ***** 28.0%
B1239: ***** 28.0%
B1240: ***** 28.0%
B1241: ***** 28.0%
B1242:  0.0%
B1243:  0.0%
B1244: ** 14.0%
B1245:  0.0%
B1246: ** 14.0%
B1247: ** 14.0%
B1248:  0.0%
B1249: ***** 28.0%
B1250:  0.0%
B1251:  0.0%
B1252:  0.0%
B1253: ** 14.0%
B1254: ** 14.0%
B1255: ** 14.0%
B1256: ** 14.0%
B1257:  0.0%
B1258: ******** 42.0%
B1259: ** 14.0%
B1260: ***** 28.0%
B1261: ** 14.0%
B1262: ** 14.0%
B1263: ** 14.0%
B1264: ** 14.0%
B1265:  0.0%
B1266: ** 14.0%
B1267: ** 14.0%
B1268: ** 14.0%
B1269: ** 14.0%
B1270: ***** 28.0%
B1271: ** 14.0%
B1272:  0.0%
B1273: *********** 57.0%
B1274: ***** 28.0%
B1275: *********** 57.0%
B1276: ** 14.0%
B1277: ***** 28.0%
B1278: ** 14.0%
B1279: ***** 28.0%
