
B1280:  0.0%
B1281: ** 14.0%
B1282: ** 14.0%
B1283: ***** 28.0%
B1284: ** 14.0%
B1285: ** 14.0%
B1286: ************** 71.0%
B1287: ** 14.0%
B1288:  0.0%
B1289:  0.0%
B1290: ** 14.0%
B1291: ** 14.0%
B1292:  0.0%
B1293:  0.0%
B1294:  0.0%
B1295: ** 14.0%
B1296:  0.0%
B1297:  0.0%
B1298: ***** 28.0%
B1299: ***** 28.0%
B1300: ** 14.0%
B1301:  0.0%
B1302: ******** 42.0%
B1303: ***** 28.0%
B1304: ** 14.0%
B1305:  0.0%
B1306:  0.0%
B1307: ***** 28.0%
B1308:  0.0%
B1309: ***** 28.0%
B1310: ******** 42.0%
B1311:  0.0%
B1312:  0.0%
B1313: ** 14.0%
B1314: ** 14.0%
B1315: ***** 28.0%
B1316: ******** 42.0%
B1317: ***** 28.0%
B1318:  0.0%
B1319: ***** 28.0%
B1320: ***** 28.0%
B1321: ***** 28.0%
B1322: ** 14.0%
B1323:  0.0%
B1324:  0.0%
B1325: ******** 42.0%
B1326:  0.0%
B1327: ** 14.0%
B1328: ***************** 85.0%
B1329: ***** 28.0%
B1330: ** 14.0%
B1331:  0.0%
B1332:  0.0%
B1333: *********** 57.0%
B1334:  0.0%
B1335: ***** 28.0%
B1336: ** 14.0%
B1337: ***** 28.0%
B1338: ***** 28.0%
B1339:  0.0%
B1340: ***** 28.0%
B1341:  0.0%
B1342: ** 14.0%
B1343: ***** 28.0%
B1344:  0.0%
B1345: *********** 57.0%
B1346: ***** 28.0%
B1347:  0.0%
B1348:  0.0%
B1349: ***** 28.0%
B1350:  0.0%
B1351:  0.0%
B1352: ******** 42.0%
B1353: ***** 28.0%
B1354: ** 14.0%
B1355: ** 14.0%
B1356: ******** 42.0%
B1357: ** 14.0%
B1358: ** 14.0%
B1359:  0.0%
B1360: ***** 28.0%
B1361:  0.0%
B1362:  0.0%
B1363: ** 14.0%
B1364: ** 14.0%
B1365: ***** 28.0%
B1366: ** 14.0%
B1367: ***** 28.0%
B1368: ***** 28.0%
B1369:  0.0%
B1370:  0.0%
B1371: ** 14.0%
B1372: ** 14.0%
B1373:  0.0%
B1374:  0.0%
B1375:  0.0%
B1376: ** 14.0%
B1377: ** 14.0%
B1378: ***** 28.0%
B1379: ***** 28.0%
B1380: ** 14.0%
B1381:  0.0%
B1382: ***** 28.0%
B1383: ***** 28.0%
B1384: ** 14.0%
B1385: ***** 28.0%
B1386: ***** 28.0%
B1387: ** 14.0%
B1388:  0.0%
B1389: ** 14.0%
B1390: ** 14.0%
B1391: *********** 57.0%
B1392: ******** 42.0%
B1393:  0.0%
B1394: ** 14.0%
B1395: ***** 28.0%
B1396: ***** 28.0%
B1397: ** 14.0%
B1398:  0.0%
B1399: ***** 28.0%
B1400:  0.0%
B1401:  0.0%
B1402:  0.0%
B1403: ***** 28.0%
B1404: ***** 28.0%
B1405: ** 14.0%
B1406: ** 14.0%
B1407: ******** 42.0%
B1408: ** 14.0%
B1409: ** 14.0%
B1410: ** 14.0%
B1411: ** 14.0%
B1412: ***** 28.0%
B1413: ** 14.0%
B1414:  0.0%
B1415:  0.0%
B1416:  0.0%
B1417:  0.0%
B1418: ** 14.0%
B1419: ** 14.0%
B1420: ***** 28.0%
B1421: ** 14.0%
B1422: ** 14.0%
B1423: ***** 28.0%
B1424: ** 14.0%
B1425: ***** 28.0%
B1426:  0.0%
B1427:  0.0%
B1428:  0.0%
B1429: ******** 42.0%
B1430: ***** 28.0%
B1431:  0.0%
B1432: ** 14.0%
B1433:  0.0%
B1434:  0.0%
B1435: ***** 28.0%
B1436: ** 14.0%
B1437: ***** 28.0%
B1438: ** 14.0%
B1439: ** 14.0%
B1440: ******** 42.0%
B1441: ******** 42.0%
B1442: ** 14.0%
B1443: ** 14.0%
B1444:  0.0%
B1445: ** 14.0%
B1446:  0.0%
B1447: ***** 28.0%
B1448:  0.0%
B1449: ***** 28.0%
B1450: ** 14.0%
B1451: ******** 42.0%
B1452:  0.0%
B1453: ***** 28.0%
B1454: ** 14.0%
B1455: ******** 42.0%
B1456: ** 14.0%
B1457: *********** 57.0%
B1458: ** 14.0%
B1459: ***** 28.0%
B1460:  0.0%
B1461: ******** 42.0%
B1462:  0.0%
B1463: ***** 28.0%
B1464: ***** 28.0%
B1465:  0.0%
B1466: ** 14.0%
B1467: ***** 28.0%
B1468: ** 14.0%
B1469:  0.0%
B1470: ******** 42.0%
B1471: ***** 28.0%
B1472: ** 14.0%
B1473:  0.0%
B1474:  0.0%
B1475:  0.0%
B1476: ** 14.0%
B1477: ** 14.0%
B1478:  0.0%
B1479: ** 14.0%
B1480:  0.0%
B1481: ***** 28.0%
B1482: ** 14.0%
B1483:  0.0%
B1484:  0.0%
B1485: ***** 28.0%
B1486: ** 14.0%
B1487: ***** 28.0%
B1488:  0.0%
B1489:  0.0%
B1490: *********** 57.0%
B1491: ** 14.0%
B1492:  0.0%
B1493:  0.0%
B1494: ** 14.0%
B1495: ******** 42.0%
B1496: ** 14.0%
B1497: ** 14.0%
B1498: ***** 28.0%
B1499: ***** 28.0%
B1500: ***** 28.0%
B1501: ** 14.0%
B1502: ** 14.0%
B1503:  0.0%
B1504: ***** 28.0%
B1505: ** 14.0%
B1506: ***** 28.0%
B1507: ******** 42.0%
B1508:  0.0%
B1509: ** 14.0%
B1510:  0.0%
B1511: ** 14.0%
B1512:  0.0%
B1513:  0.0%
B1514: ***** 28.0%
B1515:  0.0%
B1516: ** 14.0%
B1517:  0.0%
B1518:  0.0%
B1519: ** 14.0%
B1520:  0.0%
B1521: ** 14.0%
B1522: ** 14.0%
B1523:  0.0%
B1524: ** 14.0%
B1525: *********** 57.0%
B1526: ******** 42.0%
B1527: ** 14.0%
B1528: ** 14.0%
B1529:  0.0%
B1530:  0.0%
B1531: ** 14.0%
B1532:  0.0%
B1533: *********** 57.0%
B1534: ** 14.0%
B1535: ***** 28.0%
B1536: ***** 28.0%
B1537: ***** 28.0%
B1538:  0.0%
B1539: ** 14.0%
B1540: ** 14.0%
B1541:  0.0%
B1542: ** 14.0%
B1543: ** 14.0%
B1544: ***** 28.0%
B1545: ** 14.0%
B1546: ***** 28.0%
B1547: ** 14.0%
B1548: ***** 28.0%
B1549:  0.0%
B1550: ** 14.0%
B1551: ** 14.0%
B1552:  0.0%
B1553:  0.0%
B1554:  0.0%
B1555:  0.0%
B1556: ***** 28.0%
B1557: ** 14.0%
B1558: ***** 28.0%
B1559: ******** 42.0%
B1560: ** 14.0%
B1561: ******** 42.0%
B1562:  0.0%
B1563: ** 14.0%
B1564:  0.0%
B1565: ***** 28.0%
B1566: ** 14.0%
B1567: ** 14.0%
B1568: ***** 28.0%
B1569: ** 14.0%
B1570: ** 14.0%
B1571: ** 14.0%
B1572: ***** 28.0%
B1573: ***** 28.0%
B1574:  0.0%
B1575:  0.0%
B1576: ***** 28.0%
B1577: ***** 28.0%
B1578:  0.0%
B1579: ** 14.0%
B1580: ** 14.0%
B1581: ***** 28.0%
B1582:  0.0%
B1583: ***** 28.0%
B1584: ***** 28.0%
B1585:  0.0%
B1586: ** 14.0%
B1587: ** 14.0%
B1588: ** 14.0%
B1589: ** 14.0%
B1590: ** 14.0%
B1591: ** 14.0%
B1592: ** 14.0%
B1593:  0.0%
B1594: ** 14.0%
B1595: ** 14.0%
B1596: ** 14.0%
B1597: ** 14.0%
B1598:  0.0%
B1599:  0.0%
B1600: ** 14.0%
B1601: ** 14.0%
B1602: ** 14.0%
B1603: ***** 28.0%
B1604:  0.0%
B1605: ***** 28.0%
B1606:  0.0%
B1607: ** 14.0%
B1608:  0.0%
B1609: ** 14.0%
B1610:  0.0%
B1611:  0.0%
B1612: ******** 42.0%
B1613: ** 14.0%
B1614: ** 14.0%
B1615:  0.0%
B1616: ***** 28.0%
B1617: ***** 28.0%
B1618: ** 14.0%
B1619: *********** 57.0%
B1620: ******** 42.0%
B1621: ** 14.0%
B1622: ** 14.0%
B1623: ***** 28.0%
B1624:  0.0%
B1625: ** 14.0%
B1626: ** 14.0%
B1627:  0.0%
B1628: ***** 28.0%
B1629:  0.0%
B1630: ** 14.0%
B1631: ** 14.0%
B1632:  0.0%
B1633: ******** 42.0%
B1634:  0.0%
B1635:  0.0%
B1636: ******** 42.0%
B1637: ***** 28.0%
B1638: ** 14.0%
B1639: ***** 28.0%
B1640: ** 14.0%
B1641: ***** 28.0%
B1642: ******** 42.0%
B1643: ***** 28.0%
B1644: ***** 28.0%
B1645: ***** 28.0%
B1646: ***** 28.0%
B1647: ** 14.0%
B1648:  0.0%
B1649:  0.0%
B1650:  0.0%
B1651: ******** 42.0%
B1652: ***** 28.0%
B1653: ***** 28.0%
B1654:  0.0%
B1655: ***** 28.0%
B1656: ** 14.0%
B1657: ***** 28.0%
B1658: ***** 28.0%
B1659: ** 14.0%
B1660:  0.0%
B1661:  0.0%
B1662: ***** 28.0%
B1663:  0.0%
B1664:  0.0%
B1665: ** 14.0%
B1666: ** 14.0%
B1667: ******** 42.0%
B1668: ******** 42.0%
B1669: ** 14.0%
B1670: ** 14.0%
B1671:  0.0%
B1672: ***** 28.0%
B1673:  0.0%
B1674: ** 14.0%
B1675: ** 14.0%
B1676: ***** 28.0%
B1677: ** 14.0%
B1678:  0.0%
B1679: ***** 28.0%
B1680: ***** 28.0%
B1681:  0.0%
B1682:  0.0%
B1683: ***** 28.0%
B1684: ***** 28.0%
B1685:  0.0%
B1686: ******** 42.0%
B1687:  0.0%
B1688:  0.0%
B1689: ** 14.0%
B1690: ***** 28.0%
B1691: ***** 28.0%
B1692:  0.0%
B1693: ** 14.0%
B1694:  0.0%
B1695: *********** 57.0%
B1696: ** 14.0%
B1697:  0.0%
B1698: ***************** 85.0%
B1699: ** 14.0%
B1700:  0.0%
B1701:  0.0%
B1702: ***** 28.0%
B1703: ** 14.0%
B1704:  0.0%
B1705:  0.0%
B1706:  0.0%
B1707: ** 14.0%
B1708: *********** 57.0%
B1709:  0.0%
B1710:  0.0%
B1711: ***** 28.0%
B1712:  0.0%
B1713: ** 14.0%
B1714: ** 14.0%
B1715: ***** 28.0%
B1716: ** 14.0%
B1717:  0.0%
B1718: ** 14.0%
B1719: ***** 28.0%
B1720: ** 14.0%
B1721: ***** 28.0%
B1722:  0.0%
B1723:  0.0%
B1724:  0.0%
B1725: ***** 28.0%
B1726: ***** 28.0%
B1727:  0.0%
B1728: ** 14.0%
B1729: ** 14.0%
B1730: ** 14.0%
B1731: ** 14.0%
B1732: ** 14.0%
B1733:  0.0%
B1734:  0.0%
B1735: ** 14.0%
B1736:  0.0%
B1737: ** 14.0%
B1738:  0.0%
B1739:  0.0%
B1740: ** 14.0%
B1741: ** 14.0%
B1742: ******** 42.0%
B1743: ***** 28.0%
B1744:  0.0%
B1745:  0.0%
B1746:  0.0%
B1747: ***** 28.0%
B1748: ******** 42.0%
B1749: ******** 42.0%
B1750: ******** 42.0%
B1751: ** 14.0%
B1752: ***** 28.0%
B1753:  0.0%
B1754:  0.0%
B1755: ** 14.0%
B1756: ** 14.0%
B1757: ***** 28.0%
B1758: ***** 28.0%
B1759:  0.0%
B1760:  0.0%
B1761:  0.0%
B1762:  0.0%
B1763:  0.0%
B1764:  0.0%
B1765: ***** 28.0%
B1766: ***** 28.0%
B1767:  0.0%
B1768: ***** 28.0%
B1769: *********** 57.0%
B1770: ** 14.0%
B1771: ***** 28.0%
B1772: ** 14.0%
B1773:  0.0%
B1774: ** 14.0%
B1775: ** 14.0%
B1776: ** 14.0%
B1777:  0.0%
B1778: ** 14.0%
B1779: ** 14.0%
B1780: ** 14.0%
B1781: ******** 42.0%
B1782: ** 14.0%
B1783: ***** 28.0%
B1784: ** 14.0%
B1785: ** 14.0%
B1786: ******** 42.0%
B1787: ** 14.0%
B1788: ** 14.0%
B1789: ** 14.0%
B1790:  0.0%
B1791:  0.0%
B1792:  0.0%
B1793: ******** 42.0%
B1794: ***** 28.0%
B1795: ** 14.0%
B1796:  0.0%
B1797: ******** 42.0%
B1798:  0.0%
B1799: ***** 28.0%
B1800: ** 14.0%
B1801: ***** 28.0%
B1802: ** 14.0%
B1803: ** 14.0%
B1804: ** 14.0%
B1805:  0.0%
B1806:  0.0%
B1807:  0.0%
B1808: ** 14.0%
B1809:  0.0%
B1810:  0.0%
B1811:  0.0%
B1812: ***** 28.0%
B1813: ***** 28.0%
B1814:  0.0%
B1815:  0.0%
B1816: ** 14.0%
B1817:  0.0%
B1818: ***** 28.0%
B1819: ** 14.0%
B1820:  0.0%
B1821: ***** 28.0%
B1822: ***** 28.0%
B1823: ** 14.0%
B1824: ** 14.0%
B1825:  0.0%
B1826: ** 14.0%
B1827: ******** 42.0%
B1828: ** 14.0%
B1829: ** 14.0%
B1830:  0.0%
B1831:  0.0%
B1832: ** 14.0%
B1833:  0.0%
B1834: ***** 28.0%
B1835: ***** 28.0%
B1836: ** 14.0%
B1837: ** 14.0%
B1838: ***** 28.0%
B1839:  0.0%
B1840: ******** 42.0%
B1841: ** 14.0%
B1842:  0.0%
B1843: ***** 28.0%
B1844:  0.0%
B1845: ** 14.0%
B1846: ** 14.0%
B1847:  0.0%
B1848:  0.0%
B1849: ***** 28.0%
B1850: ***** 28.0%
B1851: ** 14.0%
B1852:  0.0%
B1853: ***** 28.0%
B1854: ***** 28.0%
B1855:  0.0%
B1856: ** 14.0%
B1857:  0.0%
B1858: *********** 57.0%
B1859:  0.0%
B1860: ** 14.0%
B1861: ******** 42.0%
B1862:  0.0%
B1863: ** 14.0%
B1864: ***** 28.0%
B1865: ** 14.0%
B1866: ***** 28.0%
B1867: ** 14.0%
B1868:  0.0%
B1869: ** 14.0%
B1870: ***** 28.0%
B1871: ***** 28.0%
B1872: ** 14.0%
B1873: ** 14.0%
B1874:  0.0%
B1875:  0.0%
B1876: ** 14.0%
B1877: ** 14.0%
B1878: ** 14.0%
B1879: ** 14.0%
B1880: ***** 28.0%
B1881: ***** 28.0%
B1882: ** 14.0%
B1883: ** 14.0%
B1884:  0.0%
B1885: ** 14.0%
B1886: ***** 28.0%
B1887: ** 14.0%
B1888: ***** 28.0%
B1889: ******** 42.0%
B1890: ***** 28.0%
B1891: ***** 28.0%
B1892:  0.0%
B1893: ** 14.0%
B1894: ******** 42.0%
B1895: ** 14.0%
B1896: ***** 28.0%
B1897:  0.0%
B1898:  0.0%
B1899: ** 14.0%
B1900:  0.0%
B1901: ** 14.0%
B1902: ***** 28.0%
B1903:  0.0%
B1904: ** 14.0%
B1905: ******** 42.0%
B1906:  0.0%
B1907: ***** 28.0%
B1908: ***** 28.0%
B1909:  0.0%
B1910:  0.0%
B1911: ***** 28.0%
B1912: ***************** 85.0%
B1913: ***** 28.0%
B1914:  0.0%
B1915: ******** 42.0%
B1916: ***** 28.0%
B1917:  0.0%
B1918: ** 14.0%
B1919:  0.0%
B1920: ** 14.0%
B1921: ** 14.0%
B1922: ***** 28.0%
B1923: ***** 28.0%
B1924: ***** 28.0%
B1925: ******** 42.0%
B1926: ** 14.0%
B1927: ** 14.0%
B1928: ** 14.0%
B1929: ** 14.0%
B1930:  0.0%
B1931: ** 14.0%
B1932: ***** 28.0%
B1933:  0.0%
B1934:  0.0%
B1935: ******** 42.0%
B1936: ***** 28.0%
B1937: ** 14.0%
B1938:  0.0%
B1939: ** 14.0%
B1940: ******** 42.0%
B1941: ** 14.0%
B1942: ** 14.0%
B1943: ** 14.0%
B1944: ** 14.0%
B1945: ***** 28.0%
B1946: ** 14.0%
B1947:  0.0%
B1948: ***** 28.0%
B1949: ***** 28.0%
B1950: ** 14.0%
B1951: ** 14.0%
B1952: ***** 28.0%
B1953: ** 14.0%
B1954: ***** 28.0%
B1955: ** 14.0%
B1956: ** 14.0%
B1957:  0.0%
B1958:  0.0%
B1959:  0.0%
B1960: ** 14.0%
B1961: ******** 42.0%
B1962: ** 14.0%
B1963: ***** 28.0%
B1964:  0.0%
B1965: ** 14.0%
B1966: ******** 42.0%
B1967: ** 14.0%
B1968: ** 14.0%
B1969: ** 14.0%
B1970: ** 14.0%
B1971: ******** 42.0%
B1972: ***** 28.0%
B1973: ** 14.0%
B1974: ***** 28.0%
B1975: ***** 28.0%
B1976: ** 14.0%
B1977: ***** 28.0%
B1978: ** 14.0%
B1979:  0.0%
B1980: ** 14.0%
B1981: ** 14.0%
B1982: ***** 28.0%
B1983:  0.0%
B1984:  0.0%
B1985:  0.0%
B1986:  0.0%
B1987: ***** 28.0%
B1988:  0.0%
B1989: ** 14.0%
B1990:  0.0%
B1991: ***** 28.0%
B1992: *********** 57.0%
B1993:  0.0%
B1994: ** 14.0%
B1995:  0.0%
B1996: ** 14.0%
B1997: ** 14.0%
B1998: ***** 28.0%
B1999:  0.0%
B2000:  0.0%
B2001: ** 14.0%
B2002: ***** 28.0%
B2003:  0.0%
B2004:  0.0%
B2005:  0.0%
B2006: ******** 42.0%
B2007: ***** 28.0%
B2008:  0.0%
B2009:  0.0%
B2010:  0.0%
B2011:  0.0%
B2012:  0.0%
B2013: ** 14.0%
B2014: ** 14.0%
B2015: ** 14.0%
B2016: ** 14.0%
B2017: ***** 28.0%
B2018: ** 14.0%
B2019: ** 14.0%
B2020: ***** 28.0%
B2021:  0.0%
B2022:  0.0%
B2023:  0.0%
B2024: ***** 28.0%
B2025: ** 14.0%
B2026: ** 14.0%
B2027: ** 14.0%
B2028: ** 14.0%
B2029: ***** 28.0%
B2030:  0.0%
B2031: ***** 28.0%
B2032: ** 14.0%
B2033:  0.0%
B2034:  0.0%
B2035: ** 14.0%
B2036: ***** 28.0%
B2037: ** 14.0%
B2038: ** 14.0%
B2039: ***** 28.0%
B2040: ** 14.0%
B2041: ***** 28.0%
B2042: ** 14.0%
B2043: ******** 42.0%
B2044: ** 14.0%
B2045:  0.0%
B2046: ** 14.0%
B2047: ** 14.0%
B2048:  0.0%
B2049: ***** 28.0%
B2050:  0.0%
B2051: ** 14.0%
B2052: ***** 28.0%
B2053:  0.0%
B2054: ** 14.0%
B2055: *********** 57.0%
B2056:  0.0%
B2057: ***** 28.0%
B2058:  0.0%
B2059: ***** 28.0%
B2060: ** 14.0%
B2061: ******** 42.0%
B2062: ******** 42.0%
B2063: *********** 57.0%
B2064: ***** 28.0%
B2065: ******** 42.0%
B2066:  0.0%
B2067: ** 14.0%
B2068: ** 14.0%
B2069: ** 14.0%
B2070: ** 14.0%
B2071:  0.0%
B2072:  0.0%
B2073: ** 14.0%
B2074:  0.0%
B2075: ** 14.0%
B2076:  0.0%
B2077:  0.0%
B2078: ** 14.0%
B2079: *********** 57.0%
B2080: ** 14.0%
B2081: ******** 42.0%
B2082: ** 14.0%
B2083: ** 14.0%
B2084: ***** 28.0%
B2085: ** 14.0%
B2086: ** 14.0%
B2087:  0.0%
B2088:  0.0%
B2089: ** 14.0%
B2090:  0.0%
B2091: ***** 28.0%
B2092:  0.0%
B2093: ** 14.0%
B2094: ***** 28.0%
B2095:  0.0%
B2096: ** 14.0%
B2097: ******** 42.0%
B2098: ** 14.0%
B2099: ** 14.0%
B2100: ** 14.0%
B2101: ***** 28.0%
B2102: ** 14.0%
B2103: ** 14.0%
B2104: ** 14.0%
B2105: ***** 28.0%
B2106:  0.0%
B2107: ***** 28.0%
B2108:  0.0%
B2109: ***** 28.0%
B2110:  0.0%
B2111: ** 14.0%
B2112: ***** 28.0%
B2113:  0.0%
B2114:  0.0%
B2115: ************** 71.0%
B2116:  0.0%
B2117: ** 14.0%
B2118:  0.0%
B2119: ******** 42.0%
B2120: ** 14.0%
B2121: ***** 28.0%
B2122:  0.0%
B2123:  0.0%
B2124: ** 14.0%
B2125: ** 14.0%
B2126:  0.0%
B2127:  0.0%
B2128: ** 14.0%
B2129: *********** 57.0%
B2130: ** 14.0%
B2131:  0.0%
B2132: ***** 28.0%
B2133: ** 14.0%
B2134: ***** 28.0%
B2135: ***** 28.0%
B2136: ******** 42.0%
B2137: ******** 42.0%
B2138: ***** 28.0%
B2139: ** 14.0%
B2140: ***** 28.0%
B2141: ** 14.0%
B2142:  0.0%
B2143:  0.0%
B2144:  0.0%
B2145: ** 14.0%
B2146: ***** 28.0%
B2147:  0.0%
B2148: *********** 57.0%
B2149: ******** 42.0%
B2150: ** 14.0%
B2151: ***** 28.0%
B2152: ** 14.0%
B2153: ** 14.0%
B2154:  0.0%
B2155: *********** 57.0%
B2156:  0.0%
B2157: ******** 42.0%
B2158: ***** 28.0%
B2159: ** 14.0%
B2160: ***** 28.0%
B2161: ***** 28.0%
B2162: ** 14.0%
B2163:  0.0%
B2164: ***** 28.0%
B2165:  0.0%
B2166: ***** 28.0%
B2167: ** 14.0%
B2168: ************** 71.0%
B2169: ** 14.0%
B2170: ******** 42.0%
B2171:  0.0%
B2172:  0.0%
B2173:  0.0%
B2174: ***** 28.0%
B2175:  0.0%
B2176: ** 14.0%
B2177: ******** 42.0%
B2178: *********** 57.0%
B2179:  0.0%
B2180: ***** 28.0%
B2181: ** 14.0%
B2182: ******** 42.0%
B2183: ***** 28.0%
B2184:  0.0%
B2185:  0.0%
B2186: ***** 28.0%
B2187: ** 14.0%
B2188: ******** 42.0%
B2189: ***** 28.0%
B2190:  0.0%
B2191:  0.0%
B2192: ***** 28.0%
B2193: ** 14.0%
B2194:  0.0%
B2195: ***** 28.0%
B2196: ** 14.0%
B2197: ***** 28.0%
B2198: ** 14.0%
B2199: ** 14.0%
B2200:  0.0%
B2201: ***** 28.0%
B2202: ** 14.0%
B2203:  0.0%
B2204:  0.0%
B2205: ******** 42.0%
B2206: ** 14.0%
B2207: ** 14.0%
B2208: ** 14.0%
B2209: ** 14.0%
B2210: ** 14.0%
B2211: ** 14.0%
B2212: ** 14.0%
B2213: ** 14.0%
B2214:  0.0%
B2215:  0.0%
B2216: ** 14.0%
B2217: ******** 42.0%
B2218: ** 14.0%
B2219: ** 14.0%
B2220: ** 14.0%
B2221: ***** 28.0%
B2222: ***** 28.0%
B2223: ** 14.0%
B2224:  0.0%
B2225: ** 14.0%
B2226: *********** 57.0%
B2227:  0.0%
B2228: ** 14.0%
B2229:  0.0%
B2230:  0.0%
B2231: ** 14.0%
B2232: ***** 28.0%
B2233: ************** 71.0%
B2234: ** 14.0%
B2235: ** 14.0%
B2236:  0.0%
B2237: ** 14.0%
B2238:  0.0%
B2239: ** 14.0%
B2240: ***** 28.0%
B2241: ** 14.0%
B2242:  0.0%
B2243:  0.0%
B2244: ***** 28.0%
B2245:  0.0%
B2246:  0.0%
B2247: ***** 28.0%
B2248: ** 14.0%
B2249: ***** 28.0%
B2250: ** 14.0%
B2251: ** 14.0%
B2252: ** 14.0%
B2253:  0.0%
B2254:  0.0%
B2255: ** 14.0%
B2256:  0.0%
B2257: ** 14.0%
B2258: ** 14.0%
B2259: ***** 28.0%
B2260: ******** 42.0%
B2261:  0.0%
B2262: ** 14.0%
B2263: ***** 28.0%
B2264: ***** 28.0%
B2265: ** 14.0%
B2266: ******** 42.0%
B2267: ************** 71.0%
B2268: ** 14.0%
B2269: ***** 28.0%
B2270:  0.0%
B2271: ***** 28.0%
B2272: ** 14.0%
B2273: ** 14.0%
B2274: ** 14.0%
B2275: ** 14.0%
B2276: ** 14.0%
B2277: ***** 28.0%
B2278: ** 14.0%
B2279:  0.0%
B2280: ***** 28.0%
B2281:  0.0%
B2282:  0.0%
B2283: ** 14.0%
B2284: ***** 28.0%
B2285: ** 14.0%
B2286:  0.0%
B2287: ** 14.0%
B2288: ***** 28.0%
B2289: ** 14.0%
B2290:  0.0%
B2291: ******** 42.0%
B2292: ***** 28.0%
B2293: ***** 28.0%
B2294: ***** 28.0%
B2295: ** 14.0%
B2296: ***** 28.0%
B2297: ** 14.0%
B2298: ***** 28.0%
B2299: *********** 57.0%
B2300: ** 14.0%
B2301: ***** 28.0%
B2302:  0.0%
B2303: ** 14.0%
B2304: *********** 57.0%
B2305:  0.0%
B2306: ***** 28.0%
B2307: ** 14.0%
B2308: ******** 42.0%
B2309: ***** 28.0%
B2310: ** 14.0%
B2311: ***** 28.0%
B2312: ** 14.0%
B2313: ***** 28.0%
B2314: ***** 28.0%
B2315:  0.0%
B2316: ** 14.0%
B2317: ** 14.0%
B2318:  0.0%
B2319: ***** 28.0%
B2320: ** 14.0%
B2321: ***** 28.0%
B2322: ** 14.0%
B2323: *********** 57.0%
B2324:  0.0%
B2325: ** 14.0%
B2326: ** 14.0%
B2327: ***** 28.0%
B2328:  0.0%
B2329:  0.0%
B2330:  0.0%
B2331:  0.0%
B2332: ** 14.0%
B2333: ** 14.0%
B2334: ** 14.0%
B2335: ***** 28.0%
B2336:  0.0%
B2337: ******** 42.0%
B2338:  0.0%
B2339: ***** 28.0%
B2340: ***** 28.0%
B2341:  0.0%
B2342: ***** 28.0%
B2343:  0.0%
B2344: ******** 42.0%
B2345: ******** 42.0%
B2346: ** 14.0%
B2347:  0.0%
B2348:  0.0%
B2349: ** 14.0%
B2350: ***** 28.0%
B2351: ** 14.0%
B2352: ******** 42.0%
B2353: ** 14.0%
B2354: ** 14.0%
B2355: ** 14.0%
B2356: ** 14.0%
B2357: ***** 28.0%
B2358: ** 14.0%
B2359: ** 14.0%
B2360: ** 14.0%
B2361:  0.0%
B2362:  0.0%
B2363: ***** 28.0%
B2364:  0.0%
B2365:  0.0%
B2366: ** 14.0%
B2367: ***** 28.0%
B2368: ** 14.0%
B2369: ******** 42.0%
B2370: ** 14.0%
B2371: ** 14.0%
B2372: ** 14.0%
B2373:  0.0%
B2374: ***** 28.0%
B2375:  0.0%
B2376: ** 14.0%
B2377: ** 14.0%
B2378: ***** 28.0%
B2379: ***** 28.0%
B2380: ***** 28.0%
B2381: ** 14.0%
B2382: ** 14.0%
B2383: ** 14.0%
B2384: ***** 28.0%
B2385:  0.0%
B2386: ******** 42.0%
B2387: ** 14.0%
B2388: ** 14.0%
B2389: ******** 42.0%
B2390:  0.0%
B2391:  0.0%
B2392: ** 14.0%
B2393:  0.0%
B2394: ** 14.0%
B2395:  0.0%
B2396:  0.0%
B2397: ** 14.0%
B2398: ** 14.0%
B2399:  0.0%
B2400: ** 14.0%
B2401: ** 14.0%
B2402: ***** 28.0%
B2403:  0.0%
B2404: ***** 28.0%
B2405: ** 14.0%
B2406:  0.0%
B2407:  0.0%
B2408:  0.0%
B2409: ** 14.0%
B2410: ***** 28.0%
B2411: ** 14.0%
B2412:  0.0%
B2413: ** 14.0%
B2414: ******** 42.0%
B2415: ** 14.0%
B2416: ******** 42.0%
B2417:  0.0%
B2418: ** 14.0%
B2419: ***** 28.0%
B2420: ************** 71.0%
B2421: ** 14.0%
B2422:  0.0%
B2423: ******** 42.0%
B2424:  0.0%
B2425: ** 14.0%
B2426: ***** 28.0%
B2427: ******** 42.0%
B2428:  0.0%
B2429: ***** 28.0%
B2430:  0.0%
B2431:  0.0%
B2432: *********** 57.0%
B2433: ** 14.0%
B2434: ** 14.0%
B2435:  0.0%
B2436: ** 14.0%
B2437: ***** 28.0%
B2438: ***** 28.0%
B2439: ***** 28.0%
B2440: ***** 28.0%
B2441: ***** 28.0%
B2442: ** 14.0%
B2443: ******** 42.0%
B2444: ******** 42.0%
B2445: ***** 28.0%
B2446: ** 14.0%
B2447: ** 14.0%
B2448: ***** 28.0%
B2449: ***** 28.0%
B2450: ***** 28.0%
B2451:  0.0%
B2452: ** 14.0%
B2453:  0.0%
B2454: ******** 42.0%
B2455: ******** 42.0%
B2456: ***** 28.0%
B2457:  0.0%
B2458:  0.0%
B2459: ** 14.0%
B2460: *********** 57.0%
B2461:  0.0%
B2462: ** 14.0%
B2463:  0.0%
B2464: ** 14.0%
B2465:  0.0%
B2466: ** 14.0%
B2467: ** 14.0%
B2468: ** 14.0%
B2469:  0.0%
B2470: ***** 28.0%
B2471: ******** 42.0%
B2472: ** 14.0%
