100,0,198,198
200,0,398,398
300,0,598,598
400,0,798,798
500,0,998,998
600,0,1198,1198
700,0,1398,1398
800,0,1598,1598
900,0,1798,1798
1000,0,1998,1998
1100,0,2198,2198
1200,0,2398,2398
1300,0,2598,2598
1400,0,2798,2798
1500,0,2998,2998
1600,0,3198,3198
1700,0,3398,3398
1800,0,3598,3598
1900,0,3798,3798
2000,0,3998,3998
2100,0,4198,4198
2200,0,4398,4398
2300,0,4598,4598
2400,0,4798,4798
2500,0,4998,4998
2600,0,5198,5198
2700,0,5398,5398
2800,0,5598,5598
2900,0,5798,5798
3000,0,5998,5998
3100,0,6198,6198
3200,0,6398,6398
3300,0,6598,6598
3400,0,6798,6798
3500,0,6998,6998
3600,0,7198,7198
3700,0,7398,7398
3800,0,7598,7598
3900,0,7798,7798
4000,0,7998,7998
4100,0,8198,8198
4200,0,8398,8398
4300,0,8598,8598
4400,0,8798,8798
4500,0,8998,8998
4600,0,9198,9198
4700,0,9398,9398
4800,0,9598,9598
4900,0,9798,9798
5000,0,9998,9998
5100,0,10198,10198
5200,0,10398,10398
5300,0,10598,10598
5400,0,10798,10798
5500,0,10998,10998
5600,0,11198,11198
5700,0,11398,11398
5800,0,11598,11598
5900,0,11798,11798
6000,0,11998,11998
6100,0,12198,12198
6200,0,12398,12398
6300,0,12598,12598
6400,0,12798,12798
6500,0,12998,12998
6600,0,13198,13198
6700,0,13398,13398
6800,0,13598,13598
6900,0,13798,13798
7000,0,13998,13998
7100,0,14198,14198
7200,0,14398,14398
7300,0,14598,14598
7400,0,14798,14798
7500,0,14998,14998
7600,0,15198,15198
7700,0,15398,15398
7800,0,15598,15598
7900,0,15798,15798
8000,0,15998,15998
8100,0,16198,16198
8200,0,16398,16398
8300,0,16598,16598
8400,0,16798,16798
8500,0,16998,16998
8600,0,17198,17198
8700,0,17398,17398
8800,0,17598,17598
8900,0,17798,17798
9000,0,17998,17998
9100,0,18198,18198
9200,0,18398,18398
9300,0,18598,18598
9400,0,18798,18798
9500,0,18998,18998
9600,0,19198,19198
9700,0,19398,19398
9800,0,19598,19598
9900,0,19798,19798
10000,0,19998,19998
